School Year,Building Code,DBN,Location Code,Location Name,Major Crime,Other Crime,Non Criminal,Property Crime,Violent Crime,NTA
2013-14,M161,05M161,M161,P.S. 161 Pedro Albizu Campos,0.0,0.0,2.0,0.0,0.0,Manhattanville
2013-14,M143,0,0,511 WEST 182ND STREET CONSOLIDATED LOCATION,0.0,3.0,4.0,1.0,1.0,Washington Heights North
2013-14,M144,0,0,134 WEST 122 STREET CONSOLIDATED LOCATION,0.0,1.0,1.0,1.0,0.0,Central Harlem South
2013-14,M145,0,0,150 WEST 105 STREET CONSOLIDATED LOCATION,0.0,4.0,1.0,1.0,1.0,Upper West Side
2013-14,M146,04M146,M146,P.S. 146 Ann M. Short,3.0,0.0,3.0,2.0,1.0,East Harlem South
2013-14,M152,06M152,M152,P.S. 152 Dyckman Valley,2.0,0.0,0.0,2.0,0.0,Washington Heights North
2013-14,M153,0,0,1750 AMSTERDAM AVENUE CONSOLIDATED LOCATION,2.0,0.0,4.0,2.0,0.0,Hamilton Heights
2013-14,M154,0,0,250 WEST 127 STREET CONSOLIDATED LOCATION,0.0,0.0,1.0,0.0,0.0,Central Harlem North-Polo Grounds
2013-14,M155,0,0,319 EAST 117 STREET CONSOLIDATED LOCATION,1.0,2.0,3.0,2.0,1.0,East Harlem North
2013-14,M164,0,0,401 WEST 164 STREET CONSOLIDATED LOCATION,0.0,13.0,4.0,2.0,7.0,Washington Heights South
2013-14,M165,0,0,234 WEST 109 STREET CONSOLIDATED LOCATION,0.0,4.0,1.0,2.0,2.0,Morningside Heights
2013-14,M166,03M166,M166,P.S. 166 The Richard Rodgers School of The Arts an,2.0,0.0,0.0,0.0,2.0,Upper West Side
2013-14,M167,02M167,M167,J.H.S. 167 Robert F. Wagner,2.0,5.0,1.0,5.0,2.0,Lenox Hill-Roosevelt Island
2013-14,M169,75M169,M169,P.S. M169 - Robert F. Kennedy,2.0,6.0,2.0,1.0,4.0,Upper East Side-Carnegie Hill
2013-14,M171,0,0,19 EAST 103 STREET CONSOLIDATED LOCATION,0.0,1.0,5.0,1.0,0.0,East Harlem South
2013-14,M173,0,0,306 FORT WASHINGTON AVENUE CONSOLIDATED LOCATION,0.0,1.0,0.0,1.0,0.0,Washington Heights South
2013-14,M175,05M175,M175,P.S. 175 Henry H Garnet,1.0,2.0,0.0,2.0,1.0,Central Harlem North-Polo Grounds
2013-14,M176,0,0,4862 BROADWAY CONSOLIDATED LOCATION,1.0,0.0,0.0,1.0,0.0,Marble Hill-Inwood
2013-14,M178,06M178,M178,Professor Juan Bosch Public School,0.0,1.0,0.0,0.0,1.0,Washington Heights North
2013-14,M180,03M180,M180,P.S. 180 Hugo Newman,0.0,2.0,0.0,2.0,0.0,Central Harlem South
2013-14,M183,02M183,M183,P.S. 183 Robert L. Stevenson,1.0,1.0,0.0,2.0,0.0,Lenox Hill-Roosevelt Island
2013-14,M185,0,0,20 WEST 112 STREET CONSOLIDATED LOCATION,0.0,2.0,0.0,2.0,0.0,Central Harlem South
2013-14,M187,06M187,M187,P.S./I.S. 187 Hudson Cliffs,0.0,1.0,2.0,1.0,0.0,Washington Heights North
2013-14,M188,0,0,442 EAST HOUSTON STREET CONSOLIDATED LOCATION ,0.0,5.0,4.0,2.0,3.0,Lower East Side
2013-14,M189,06M189,M189,P.S. 189,1.0,1.0,0.0,1.0,1.0,Washington Heights North
2013-14,M191,03M191,M191,P.S. 191 Amsterdam,1.0,2.0,3.0,2.0,1.0,Lincoln Square
2013-14,M192,0,0,500 WEST 138 STREET CONSOLIDATED LOCATION,0.0,1.0,3.0,0.0,1.0,Manhattanville
2013-14,M194,0,0,244 WEST 144 STREET CONSOLIDATED LOCATION,1.0,3.0,0.0,3.0,1.0,Central Harlem North-Polo Grounds
2013-14,M195,0,0,625 WEST 133 STREET  CONSOLIDATED LOCATION,1.0,4.0,2.0,1.0,4.0,Manhattanville
2013-14,Q251,29Q251,Q251,P.S. 251 Queens,0.0,0.0,1.0,0.0,0.0,Springfield Gardens South-Brookville
2013-14,M198,0,0,1700 3 AVENUE CONSOLIDATED LOCATION,2.0,1.0,0.0,2.0,1.0,Upper East Side-Carnegie Hill
2013-14,M200,05M200,M200,P.S. 200- The James Mccune Smith School,0.0,1.0,1.0,1.0,0.0,Central Harlem North-Polo Grounds
2013-14,M206,0,0,508 EAST 120 STREET CONSOLIDATED LOCATION,0.0,2.0,5.0,2.0,0.0,East Harlem North
2013-14,M207,03M149,M149,P.S. 149 Sojourner Truth,0.0,0.0,1.0,0.0,0.0,Central Harlem South
2013-14,M208,03M208,M208,P.S. 208 Alain L. Locke,0.0,0.0,1.0,0.0,0.0,Central Harlem South
2013-14,M218,0,0,4600 BROADWAY CONSOLIDATED LOCATION,0.0,4.0,4.0,2.0,2.0,Washington Heights North
2013-14,M223,06M223,M223,The Mott Hall School,0.0,0.0,1.0,0.0,0.0,Manhattanville
2013-14,M234,02M234,M234,P.S. 234 Independence School,1.0,0.0,0.0,1.0,0.0,SoHo-TriBeCa-Civic Center-Little Italy
2013-14,M263,06M366,M366,Washington Heights Academy,0.0,1.0,0.0,1.0,0.0,Marble Hill-Inwood
2013-14,M271,02M217,M217,P.S./I.S. 217 Roosevelt Island,0.0,0.0,1.0,0.0,0.0,Lenox Hill-Roosevelt Island
2013-14,M486,02M529,M529,Jacqueline Kennedy Onassis High School,1.0,5.0,4.0,6.0,0.0,Midtown-Midtown South
2013-14,M276,0,0,55 BATTERY PLACE CONSOLIDATED LOCATION,0.0,1.0,0.0,1.0,0.0,Battery Park City-Lower Manhattan
2013-14,M282,0,0,26 BROADWAY CONSOLIDATED LOCATION,1.0,4.0,19.0,3.0,2.0,Battery Park City-Lower Manhattan
2013-14,M338,02M051,M051,P.S. 051 Elias Howe,0.0,1.0,0.0,1.0,0.0,Clinton
2013-14,M371,05M318,M318,Thurgood Marshall Academy Lower School,0.0,1.0,0.0,0.0,1.0,Central Harlem North-Polo Grounds
2013-14,M435,0,0,260 PLEASANT AVENUE CONSOLIDATED LOCATION,1.0,8.0,5.0,4.0,4.0,East Harlem North
2013-14,M440,0,0,351 WEST  18 STREET CONSOLIDATED LOCATION,2.0,13.0,20.0,12.0,2.0,Hudson Yards-Chelsea-Flatiron-Union Square
2013-14,M445,0,0,350 GRAND STREET CONSOLIDATED LOCATION,2.0,9.0,15.0,9.0,2.0,Chinatown
2013-14,M446,01M448,M448,University Neighborhood High School,1.0,0.0,2.0,1.0,0.0,Lower East Side
2013-14,M451,02M550,M550,Liberty High School Academy for Newcomers,2.0,2.0,1.0,3.0,1.0,Hudson Yards-Chelsea-Flatiron-Union Square
2013-14,M660,02M413,M413,School of the Future High School,0.0,0.0,3.0,0.0,0.0,Gramercy
2013-14,M661,02M575,M575,Manhattan Comprehensive Night and Day High School,0.0,1.0,0.0,1.0,0.0,Gramercy
2013-14,M460,0,0,40 IRVING PLACE CONSOLIDATED LOCATION,2.0,9.0,15.0,6.0,4.0,Gramercy
2013-14,M465,0,0,549 AUDUBON AVENUE CONSOLIDATED LOCATION,4.0,7.0,22.0,7.0,2.0,Washington Heights North
2013-14,M470,0,0,145 WEST  84 STREET CONSOLIDATED LOCATION,1.0,5.0,21.0,4.0,2.0,Upper West Side
2013-14,M475,0,0,345 EAST  15TH STREET CONSOLIDATED LOCATION,5.0,9.0,8.0,10.0,4.0,Gramercy
2013-14,M477,02M475,M475,Stuyvesant High School,0.0,2.0,2.0,1.0,0.0,Battery Park City-Lower Manhattan
2013-14,M480,0,0,317 EAST  67 STREET CONSOLIDATED LOCATION,1.0,6.0,3.0,5.0,2.0,Lenox Hill-Roosevelt Island
2013-14,M488,0,0,231-249 EAST 56 STREET CONSOLIDATED LOCATION,0.0,6.0,7.0,3.0,3.0,Turtle Bay-East Midtown
2013-14,M510,0,0,198 FORSYTH STREET CONSOLIDATED LOCATION,0.0,5.0,1.0,2.0,3.0,Chinatown
2013-14,M490,0,0,122 AMSTERDAM AVENUE CONSOLIDATED LOCATION,2.0,18.0,50.0,5.0,8.0,Lincoln Square
2013-14,M495,04M495,M495,Park East High School,0.0,2.0,2.0,1.0,0.0,East Harlem South
2013-14,M501,0,0,2005 MADISON AVENUE CONSOLIDATED LOCATION,1.0,6.0,8.0,2.0,4.0,Central Harlem North-Polo Grounds
2013-14,M506,03M505,M505,Edward A. Reynolds West Side High School,2.0,4.0,4.0,5.0,1.0,Upper West Side
2013-14,M520,0,0,411 PEARL STREET CONSOLIDATED LOCATION,5.0,10.0,22.0,7.0,7.0,Chinatown
2013-14,M528,06M528,M528,I.S. 528 Bea Fuller Rodgers School,0.0,1.0,1.0,1.0,0.0,Washington Heights North
2013-14,M641,0,0,250 WEST HOUSTON STREET CONSOLIDATED LOCATION,0.0,2.0,1.0,2.0,0.0,West Village
2013-14,M535,0,0,525 WEST  50TH STREET CONSOLIDATED LOCATION,4.0,7.0,20.0,6.0,5.0,Clinton
2013-14,M540,06M540,M540,A. Philip Randolph Campus High School,9.0,23.0,17.0,17.0,9.0,Manhattanville
2013-14,M600,02M600,M600,The High School of Fashion Industries,1.0,6.0,9.0,4.0,1.0,Hudson Yards-Chelsea-Flatiron-Union Square
2013-14,M615,0,0,131 AVENUE OF THE AMERICAS CONSOLIDATED LOCATION,1.0,3.0,7.0,2.0,2.0,SoHo-TriBeCa-Civic Center-Little Italy
2013-14,M814,06M346,M346,Community Health Academy of the Heights,0.0,1.0,0.0,1.0,0.0,Washington Heights South
2013-14,M620,0,0,111 EAST  33RD STREET CONSOLIDATED LOCATION,2.0,4.0,13.0,2.0,3.0,Murray Hill-Kips Bay
2013-14,M625,0,0,439 WEST 49TH STREET CONSOLIDATED LOCATION,4.0,10.0,21.0,8.0,6.0,Clinton
2013-14,M751,75M751,M751,Manhattan School for Career Development,1.0,2.0,1.0,2.0,1.0,East Village
2013-14,M807,02M586,M586,Harvey Milk High School,0.0,1.0,2.0,1.0,0.0,West Village
2013-14,M833,02M489,M489,High School of Economics and Finance,1.0,5.0,3.0,4.0,1.0,Battery Park City-Lower Manhattan
2013-14,M834,0,0,444 WEST 56 STREET CONSOLIDATED LOCATION,2.0,1.0,10.0,3.0,0.0,Clinton
2013-14,M840,02M150,M150,P.S. 150,0.0,1.0,0.0,1.0,0.0,SoHo-TriBeCa-Civic Center-Little Italy
2013-14,M841,75M811,M811,P.S. M811 - Mickey Mantle School,0.0,2.0,0.0,1.0,0.0,Upper West Side
2013-14,M855,02M416,M416,Eleanor Roosevelt High School,0.0,0.0,1.0,0.0,0.0,Lenox Hill-Roosevelt Island
2013-14,M873,02M439,M439,Manhattan Village Academy,1.0,2.0,1.0,2.0,1.0,Hudson Yards-Chelsea-Flatiron-Union Square
2013-14,M874,02M411,M411,Baruch College Campus High School,1.0,1.0,0.0,2.0,0.0,Hudson Yards-Chelsea-Flatiron-Union Square
2013-14,M877,02M551,M551,Urban Assembly New York Harbor School,2.0,0.0,1.0,1.0,1.0,Battery Park City-Lower Manhattan
2013-14,M883,0,0,34 WEST  14 STREET CONSOLIDATED LOCATION,0.0,1.0,1.0,0.0,1.0,West Village
2013-14,M894,02M425,M425,Leadership and Public Service High School,1.0,2.0,12.0,2.0,1.0,Battery Park City-Lower Manhattan
2013-14,M895,04M610,M610,Young Women's Leadership School,1.0,1.0,0.0,2.0,0.0,East Harlem South
2013-14,M896,02M531,M531,Repertory Company High School for Theatre Arts,0.0,2.0,1.0,2.0,0.0,Midtown-Midtown South
2013-14,M898,06M018,M018,P.S. 018 Park Terrace,0.0,1.0,1.0,1.0,0.0,Marble Hill-Inwood
2013-14,M905,02M442,M442,"Ballet Tech, NYC Public School for Dance",0.0,1.0,0.0,1.0,0.0,Hudson Yards-Chelsea-Flatiron-Union Square
2013-14,M911,05M285,M285,Harlem Renaissance High School,1.0,4.0,1.0,1.0,1.0,Central Harlem North-Polo Grounds
2013-14,M918,06M278,M278,Paula Hedbavny School,0.0,1.0,0.0,1.0,0.0,Marble Hill-Inwood
2013-14,M920,02M570,M570,Satellite Academy High School,0.0,2.0,1.0,2.0,0.0,Midtown-Midtown South
2013-14,M932,03M859,M859,Special Music School,0.0,0.0,1.0,0.0,0.0,Lincoln Square
2013-14,M970,05M670,M670,Thurgood Marshall Academy for Learning and Social,1.0,7.0,3.0,5.0,3.0,Central Harlem North-Polo Grounds
2013-14,M971,02M397,M397,SPRUCE STREET SCHOOL,1.0,0.0,0.0,1.0,0.0,Battery Park City-Lower Manhattan
2013-14,Q002,30Q002,Q002,P.S. 002 Alfred Zimberg,0.0,1.0,1.0,0.0,1.0,Steinway
2013-14,Q003,28Q303,Q303,The Academy for Excellence through the Arts,0.0,1.0,0.0,1.0,0.0,Forest Hills
2013-14,Q123,27Q123,Q123,P.S. 123,0.0,0.0,1.0,0.0,0.0,Baisley Park
2013-14,Q005,24Q005,Q005,I.S. 5 - The Walter Crowley Intermediate School,1.0,2.0,1.0,1.0,1.0,Elmhurst-Maspeth
2013-14,Q008,0,0,108-35 167 STREET CONSOLIDATED LOCATION,0.0,3.0,9.0,1.0,2.0,South Jamaica
2013-14,Q009,75Q009,Q009,P.S. 009,0.0,0.0,1.0,0.0,0.0,Maspeth
2013-14,Q010,30Q010,Q010,I.S. 010 Horace Greeley,1.0,1.0,1.0,2.0,0.0,Astoria
2013-14,Q019,24Q019,Q019,P.S. 019 Marino Jeantet,0.0,0.0,1.0,0.0,0.0,North Corona
2013-14,Q023,25Q540,Q540,Queens Academy High School,0.0,2.0,0.0,1.0,0.0,Flushing
2013-14,Q025,0,0,34-65 192 STREET CONSOLIDATED LOCATION,1.0,0.0,1.0,1.0,0.0,Auburndale
2013-14,Q030,0,0,126-10 BEDELL STREET CONSOLIDATED LOCATION,0.0,0.0,1.0,0.0,0.0,Springfield Gardens North
2013-14,Q031,26Q031,Q031,P.S. 031 Bayside,1.0,0.0,0.0,1.0,0.0,Bayside-Bayside Hills
2013-14,Q032,25Q032,Q032,P.S. 032 State Street,0.0,0.0,2.0,0.0,0.0,Murray Hill
2013-14,Q034,29Q034,Q034,P.S. 034 John Harvard,0.0,0.0,3.0,0.0,0.0,Queens Village
2013-14,Q035,29Q035,Q035,P.S. 035 Nathaniel Woodhull,0.0,1.0,0.0,0.0,0.0,Hollis
2013-14,Q036,29Q036,Q036,P.S. 036 Saint Albans School,0.0,0.0,1.0,0.0,0.0,St. Albans
2013-14,Q037,29Q037,Q037,Cynthia Jenkins School,1.0,0.0,1.0,0.0,1.0,St. Albans
2013-14,Q040,28Q040,Q040,P.S. 040 Samuel Huntington,0.0,1.0,1.0,1.0,0.0,South Jamaica
2013-14,Q042,27Q042,Q042,P.S./M.S 042 R. Vernam,1.0,2.0,2.0,0.0,2.0,Hammels-Arverne-Edgemere
2013-14,Q043,27Q043,Q043,P.S. 043,1.0,5.0,0.0,4.0,2.0,Far Rockaway-Bayswater
2013-14,Q045,27Q045,Q045,P.S. 045 Clarence Witherspoon,0.0,1.0,2.0,0.0,1.0,Baisley Park
2013-14,Q052,29Q052,Q052,P.S. 052 Queens,0.0,0.0,2.0,0.0,0.0,Springfield Gardens South-Brookville
2013-14,Q053,0,0,10-45 NAMEOKE STREET CONSOLIDATED LOCATION,1.0,3.0,6.0,2.0,1.0,Far Rockaway-Bayswater
2013-14,Q058,24Q058,Q058,P.S. 58 - School of Heroes,0.0,1.0,0.0,1.0,0.0,Maspeth
2013-14,Q059,29Q059,Q059,I.S. 059 Springfield Gardens,0.0,2.0,5.0,1.0,0.0,St. Albans
2013-14,Q061,24Q061,Q061,I.S. 061 Leonardo Da Vinci,1.0,2.0,2.0,3.0,0.0,Corona
2013-14,Q062,27Q062,Q062,P. S. 62 - Chester Park School,2.0,1.0,0.0,3.0,0.0,Richmond Hill
2013-14,Q067,26Q067,Q067,J.H.S. 067 Louis Pasteur,0.0,0.0,2.0,0.0,0.0,Douglas Manor-Douglaston-Little Neck
2013-14,Q068,24Q068,Q068,P.S. 068 Cambridge,0.0,0.0,2.0,0.0,0.0,Ridgewood
2013-14,Q070,30Q070,Q070,P.S. 070 Queens,0.0,1.0,0.0,0.0,1.0,Astoria
2013-14,Q071,24Q071,Q071,P.S. 071 Forest,0.0,1.0,3.0,1.0,0.0,Ridgewood
2013-14,Q072,28Q072,Q072,Catherine & Count Basie Middle School 72,3.0,4.0,8.0,3.0,4.0,Springfield Gardens North
2013-14,Q073,24Q073,Q073,I.S. 73 - The Frank Sansivieri Intermediate School,0.0,1.0,2.0,1.0,0.0,Maspeth
2013-14,Q074,26Q074,Q074,J.H.S. 074 Nathaniel Hawthorne,0.0,1.0,1.0,1.0,0.0,Oakland Gardens
2013-14,Q075,75Q075,Q075,Robert E. Peary School,0.0,0.0,1.0,0.0,0.0,Ridgewood
2013-14,Q081,24Q081,Q081,P.S. 81Q Jean Paul Richter,0.0,0.0,1.0,0.0,0.0,Ridgewood
2013-14,Q082,28Q082,Q082,P.S. 082 Hammond,0.0,0.0,1.0,0.0,0.0,Briarwood-Jamaica Hills
2013-14,Q085,30Q085,Q085,P.S. 085 Judge Charles Vallone,0.0,0.0,1.0,0.0,0.0,Steinway
2013-14,Q086,28Q086,Q086,P.S. Q086,0.0,0.0,1.0,0.0,0.0,Briarwood-Jamaica Hills
2013-14,Q089,24Q089,Q089,P.S. 089 Elmhurst,0.0,1.0,0.0,0.0,0.0,Elmhurst
2013-14,Q091,24Q091,Q091,P.S. 091 Richard Arkwright,0.0,1.0,0.0,1.0,0.0,Glendale
2013-14,Q093,24Q093,Q093,I.S. 093 Ridgewood,0.0,3.0,3.0,2.0,1.0,Ridgewood
2013-14,Q095,29Q095,Q095,P.S. 095 Eastwood,1.0,0.0,1.0,1.0,0.0,Jamaica
2013-14,Q100,27Q100,Q100,P.S. 100 Glen Morris,0.0,0.0,1.0,0.0,0.0,South Ozone Park
2013-14,Q102,24Q102,Q102,P.S. 102 Bayview,0.0,0.0,1.0,0.0,0.0,Elmhurst-Maspeth
2013-14,Q105,27Q105,Q105,P.S. 105 The Bay School,2.0,0.0,1.0,0.0,2.0,Hammels-Arverne-Edgemere
2013-14,Q106,27Q106,Q106,P.S. 106,1.0,1.0,4.0,1.0,1.0,Hammels-Arverne-Edgemere
2013-14,Q107,25Q107,Q107,P.S. 107 Thomas A Dooley,1.0,1.0,1.0,0.0,1.0,East Flushing
2013-14,Q109,29Q109,Q109,Jean Nuzzi Intermediate School,2.0,1.0,8.0,1.0,2.0,Queens Village
2013-14,Q111,30Q111,Q111,P.S. 111 Jacob Blackwell,0.0,1.0,3.0,1.0,0.0,Queensbridge-Ravenswood-Long Island City
2013-14,Q112,30Q112,Q112,P.S. 112 Dutch Kills,1.0,0.0,1.0,1.0,0.0,Queensbridge-Ravenswood-Long Island City
2013-14,Q114,27Q114,Q114,P.S. / M.S. 114 Belle Harbor,0.0,1.0,1.0,0.0,0.0,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel
2013-14,Q116,29Q116,Q116,PS/IS 116 William C. Hughley,1.0,4.0,1.0,3.0,1.0,South Jamaica
2013-14,Q118,29Q118,Q118,P.S. 118 Lorraine Hansberry,1.0,0.0,0.0,1.0,0.0,Hollis
2013-14,Q119,24Q119,Q119,I.S. 119 The Glendale,0.0,4.0,4.0,4.0,0.0,Glendale
2013-14,Q120,25Q120,Q120,P.S. 120 Queens,1.0,0.0,0.0,1.0,0.0,Queensboro Hill
2013-14,Q124,27Q124,Q124,P.S. 124 Osmond A Church,0.0,1.0,0.0,1.0,0.0,South Ozone Park
2013-14,Q125,24Q125,Q125,I.S. 125 Thom J. McCann Woodside,0.0,0.0,1.0,0.0,0.0,Hunters Point-Sunnyside-West Maspeth
2013-14,Q126,0,0,31-51 21 STREET CONSOLIDATED LOCATION,0.0,0.0,2.0,0.0,0.0,Astoria
2013-14,Q127,30Q127,Q127,P.S. 127 Aerospace Science Magne,0.0,4.0,3.0,2.0,1.0,East Elmhurst
2013-14,Q129,25Q129,Q129,P.S. 129 Patricia Larkin,0.0,0.0,1.0,0.0,0.0,Whitestone
2013-14,Q131,29Q131,Q131,P.S. 131 Abigail Adams,0.0,1.0,0.0,1.0,0.0,Briarwood-Jamaica Hills
2013-14,Q134,29Q134,Q134,P.S. 134 Hollis,0.0,0.0,2.0,0.0,0.0,Hollis
2013-14,Q136,29Q136,Q136,P.S. 136 Roy Wilkins,0.0,2.0,0.0,1.0,1.0,St. Albans
2013-14,Q137,27Q137,Q137,M.S. 137 America's School of Heroes,1.0,6.0,7.0,3.0,3.0,Ozone Park
2013-14,Q138,29Q138,Q138,P.S./ M.S.138 Sunrise,0.0,2.0,2.0,2.0,0.0,Rosedale
2013-14,Q140,28Q140,Q140,P.S. 140 Edward K Ellington,0.0,1.0,1.0,0.0,1.0,Baisley Park
2013-14,Q141,30Q141,Q141,I.S. 141 The Steinway,0.0,1.0,0.0,1.0,0.0,Steinway
2013-14,Q142,0,0,142-10 LINDEN BOULEVARD CONSOLIDATED LOCATION,6.0,3.0,11.0,3.0,6.0,Baisley Park
2013-14,Q143,24Q143,Q143,P.S. 143 Louis Armstrong,0.0,1.0,1.0,1.0,0.0,North Corona
2013-14,Q145,30Q145,Q145,I.S. 145 Joseph Pulitzer,1.0,2.0,5.0,0.0,2.0,Jackson Heights
2013-14,Q146,27Q146,Q146,P.S. 146 Howard Beach,0.0,0.0,1.0,0.0,0.0,Lindenwood-Howard Beach
2013-14,Q147,29Q147,Q147,PS/MS 147 Ronald McNair,0.0,3.0,1.0,1.0,2.0,Cambria Heights
2013-14,Q149,30Q149,Q149,P.S. 149 Christa Mcauliffe,0.0,0.0,1.0,0.0,0.0,Jackson Heights
2013-14,Q150,30Q150,Q150,P.S. 150 Queens,0.0,2.0,0.0,2.0,0.0,Hunters Point-Sunnyside-West Maspeth
2013-14,Q151,30Q151,Q151,P.S. 151 Mary D. Carter,0.0,0.0,2.0,0.0,0.0,Astoria
2013-14,Q152,30Q152,Q152,P.S. 152 Gwendoline N. Alleyne School,1.0,1.0,0.0,2.0,0.0,Woodside
2013-14,Q153,24Q153,Q153,P.S. 153 Maspeth Elem,0.0,0.0,2.0,0.0,0.0,Maspeth
2013-14,Q154,25Q154,Q154,P.S. 154 Queens,0.0,1.0,0.0,1.0,0.0,Kew Gardens Hills
2013-14,Q156,0,0,229-02 137 AVENUE CONSOLIDATED LOCATION,0.0,3.0,2.0,1.0,2.0,Laurelton
2013-14,Q157,28Q157,Q157,J.H.S. 157 Stephen A. Halsey,0.0,0.0,2.0,0.0,0.0,Forest Hills
2013-14,Q158,26Q158,Q158,M.S. 158 Marie Curie,1.0,1.0,1.0,1.0,1.0,Bayside-Bayside Hills
2013-14,Q160,28Q160,Q160,P.S. 160 Walter Francis Bishop,0.0,0.0,2.0,0.0,0.0,South Jamaica
2013-14,Q164,25Q164,Q164,P.S. 164 Queens Valley,0.0,2.0,0.0,0.0,1.0,Kew Gardens Hills
2013-14,Q165,25Q165,Q165,P.S. 165 Edith K. Bergtraum,0.0,1.0,3.0,1.0,0.0,Kew Gardens Hills
2013-14,Q168,0,0,158-40 76 ROAD CONSOLIDATED LOCATION,0.0,2.0,2.0,0.0,2.0,Kew Gardens Hills
2013-14,Q171,30Q171,Q171,P.S. 171 Peter G. Van Alst,0.0,1.0,1.0,0.0,0.0,Old Astoria
