School Year,Building Code,DBN,Location Code,Location Name,Major Crime,Other Crime,Non Criminal,Property Crime,Violent Crime,NTA
2013-14,X029,07X029,X029,P.S./M.S. 029 Melrose School,0.0,1.0,1.0,0.0,0.0,Melrose South-Mott Haven North
2013-14,X030,07X030,X030,P.S. 030 Wilton,0.0,1.0,0.0,1.0,0.0,Mott Haven-Port Morris
2013-14,X033,10X033,X033,P.S. 033 Timothy Dwight,0.0,1.0,1.0,0.0,1.0,Fordham South
2013-14,X035,09X035,X035,P.S. 035 Franz Siegel,0.0,1.0,0.0,1.0,0.0,East Concourse-Concourse Village
2013-14,X037,10X037,X037,P.S. X037 - Multiple Intelligence School,0.0,3.0,3.0,0.0,2.0,Spuyten Duyvil-Kingsbridge
2013-14,X039,0,0,965 LONGWOOD AVENUE CONSOLIDATED LOCATION,2.0,6.0,16.0,6.0,1.0,Longwood
2013-14,X040,0,0,468 EAST 140 STREET CONSOLIDATED LOCATION,1.0,3.0,1.0,4.0,0.0,Mott Haven-Port Morris
2013-14,X041,11X041,X041,P.S. 041 Gun Hill Road,1.0,0.0,1.0,1.0,0.0,Williamsbridge-Olinville
2013-14,X042,09X042,X042,P.S. 042 Claremont,0.0,0.0,1.0,0.0,0.0,Claremont-Bathgate
2013-14,X043,07X043,X043,P.S. 043 Jonas Bronck,0.0,1.0,3.0,1.0,0.0,Mott Haven-Port Morris
2013-14,X044,0,0,1825 PROSPECT AVENUE CONSOLIDATED LOCATION,1.0,4.0,4.0,3.0,0.0,East Tremont
2013-14,X045,10X045,X045,Thomas C. Giordano Middle School 45,0.0,2.0,5.0,0.0,2.0,Belmont
2013-14,X047,12X047,X047,P.S. 047 John Randolph,1.0,1.0,1.0,2.0,0.0,West Farms-Bronx River
2013-14,X048,08X048,X048,P.S. 048 Joseph R. Drake,1.0,1.0,2.0,1.0,1.0,Hunts Point
2013-14,X049,0,0,383 EAST 139 STREET CONSOLIDATED LOCATION,1.0,1.0,0.0,0.0,2.0,Mott Haven-Port Morris
2013-14,X050,0,0,1550 VYSE AVENUE CONSOLIDATED LOCATION,0.0,0.0,1.0,0.0,0.0,Crotona Park East
2013-14,X052,0,0,681 KELLY STREET CONSOLIDATED LOCATION ,0.0,4.0,0.0,2.0,0.0,Longwood
2013-14,X053,09X053,X053,P.S. 053 Basheer Quisim,1.0,4.0,4.0,3.0,1.0,East Concourse-Concourse Village
2013-14,X054,10X054,X054,P.S. / I.S. 54,0.0,1.0,2.0,1.0,0.0,Bedford Park-Fordham North
2013-14,X055,0,0,450 SAINT PAUL'S PLACE  CONSOLIDATED LOCATION,0.0,2.0,0.0,2.0,0.0,Claremont-Bathgate
2013-14,X056,10X056,X056,P.S. 056 Norwood Heights,0.0,0.0,1.0,0.0,0.0,Norwood
2013-14,X057,0,0,2111 CROTONA AVENUE CONSOLIDATED LOCATION,0.0,0.0,1.0,0.0,0.0,East Tremont
2013-14,X059,10X059,X059,P.S. 059 The Community School of Technology,0.0,1.0,0.0,1.0,0.0,Claremont-Bathgate
2013-14,X060,0,0,888 REV J A POLITE AVE CONSOLIDATED LOCATION,0.0,0.0,1.0,0.0,0.0,Longwood
2013-14,X061,0,0,1550 CROTONA PARK EAST CONSOLIDATED LOCATION,0.0,2.0,3.0,1.0,0.0,Crotona Park East
2013-14,X062,08X062,X062,P.S. 062 Inocensio Casanova,0.0,2.0,1.0,1.0,0.0,Longwood
2013-14,X063,09X063,X063,P.S. 063 Author's Academy,0.0,2.0,1.0,1.0,1.0,Morrisania-Melrose
2013-14,X064,0,0,1425 WALTON AVENUE CONSOLIDATED LOCATION,0.0,0.0,3.0,0.0,0.0,West Concourse
2013-14,X091,10X091,X091,P.S. 091 Bronx,0.0,0.0,3.0,0.0,0.0,University Heights-Morris Heights
2013-14,X092,12X092,X092,P.S. 092 Bronx,0.0,1.0,0.0,1.0,0.0,East Tremont
2013-14,X065,0,0,677 EAST 141 STREET CONSOLIDATED LOCATION,0.0,2.0,0.0,1.0,1.0,Mott Haven-Port Morris
2013-14,X066,0,0,1001 JENNINGS STREET CONSOLIDATED LOCATION,0.0,4.0,3.0,1.0,2.0,Crotona Park East
2013-14,X067,0,0,2024 MOHEGAN AVENUE CONSOLIDATED LOCATION,2.0,2.0,6.0,4.0,0.0,East Tremont
2013-14,X068,11X068,X068,P.S. 068 Bronx,0.0,1.0,3.0,1.0,0.0,Woodlawn-Wakefield
2013-14,X069,08X069,X069,P.S. 069 Journey Prep School,0.0,1.0,0.0,1.0,0.0,Soundview-Castle Hill-Clason Point-Harding Park
2013-14,X070,09X070,X070,P.S. 070 Max Schoenfeld,1.0,0.0,0.0,1.0,0.0,Mount Hope
2013-14,X071,08X071,X071,P.S. 071 Rose E. Scala,2.0,0.0,2.0,2.0,0.0,Pelham Bay-Country Club-City Island
2013-14,X072,08X072,X072,P.S. 072 Dr. William Dorney,0.0,1.0,0.0,1.0,0.0,Schuylerville-Throgs Neck-Edgewater Park
2013-14,X073,09X073,X073,P.S. 073 Bronx,0.0,1.0,0.0,1.0,0.0,Highbridge
2013-14,X074,0,0,730 BRYANT AVENUE CONSOLIDATED LOCATION ,1.0,7.0,2.0,2.0,4.0,Hunts Point
2013-14,X075,08X075,X075,P.S. 75 School of Research and Discovery,0.0,2.0,1.0,1.0,1.0,Hunts Point
2013-14,X076,11X076,X076,P.S. 076 The Bennington School,1.0,2.0,3.0,2.0,1.0,Allerton-Pelham Gardens
2013-14,X077,0,0,1250 WARD AVENUE CONSOLIDATED LOCATION,1.0,2.0,5.0,3.0,0.0,West Farms-Bronx River
2013-14,X078,11X078,X078,P.S. 078 Anne Hutchinson,1.0,1.0,2.0,2.0,0.0,Eastchester-Edenwald-Baychester
2013-14,X079,0,0,125 EAST 181 STREET CONSOLIDATED LOCATION,0.0,3.0,0.0,1.0,2.0,Fordham South
2013-14,X106,11X106,X106,P.S. 106 Parkchester,0.0,0.0,2.0,0.0,0.0,Parkchester
2013-14,X080,0,0,3202 STEUBEN AVENUE CONSOLIDATED LOCATION,5.0,5.0,10.0,1.0,9.0,Norwood
2013-14,X081,10X081,X081,P.S. 081 Robert J. Christen,1.0,0.0,0.0,1.0,0.0,North Riverdale-Fieldston-Riverdale
2013-14,X082,0,0,1700 MACOMBS ROAD CONSOLIDATED LOCATION,0.0,4.0,2.0,1.0,3.0,University Heights-Morris Heights
2013-14,X083,11X083,X083,P.S. 083 Donald Hertz,0.0,1.0,2.0,0.0,1.0,Van Nest-Morris Park-Westchester Square
2013-14,X084,75X811,X811,P.S. X811,1.0,1.0,0.0,2.0,0.0,Crotona Park East
2013-14,X086,10X086,X086,P.S. 086 Kingsbridge Heights,0.0,1.0,0.0,0.0,1.0,Van Cortlandt Village
2013-14,X089,11X089,X089,P.S. 089 Bronx,1.0,0.0,4.0,1.0,0.0,Bronxdale
2013-14,X090,0,0,1116 SHERIDAN AVENUE CONSOLIDATED LOCATION,0.0,3.0,3.0,0.0,0.0,East Concourse-Concourse Village
2013-14,X093,0,0,1535 STORY AVENUE CONSOLIDATED LOCATION,1.0,0.0,0.0,1.0,0.0,Soundview-Castle Hill-Clason Point-Harding Park
2013-14,X094,10X094,X094,P.S. 094 Kings College School,0.0,1.0,1.0,1.0,0.0,Norwood
2013-14,X095,0,0,3961 HILLMAN AVENUE CONSOLIDATED LOCATION,0.0,2.0,3.0,1.0,0.0,Van Cortlandt Village
2013-14,X097,11X097,X097,P.S. 097 Bronx,0.0,0.0,1.0,0.0,0.0,Allerton-Pelham Gardens
2013-14,X098,0,0,1619 BOSTON ROAD CONSOLIDATED LOCATION,0.0,8.0,10.0,2.0,4.0,Crotona Park East
2013-14,X099,0,0,1180 REV. J.A. POLITE AVE. CONSOLIDATED LOCATION,1.0,4.0,17.0,3.0,2.0,Longwood
2013-14,X100,08X100,X100,P.S. 100 Isaac Clason,0.0,1.0,0.0,1.0,0.0,Soundview-Castle Hill-Clason Point-Harding Park
2013-14,X101,0,0,2750 LAFAYETTE AVENUE CONSOLIDATED LOCATION,0.0,0.0,1.0,0.0,0.0,Schuylerville-Throgs Neck-Edgewater Park
2013-14,X102,0,0,1827 ARCHER STREET CONSOLIDATED LOCATION,1.0,1.0,1.0,2.0,0.0,West Farms-Bronx River
2013-14,X103,11X103,X103,P.S. 103 Hector Fontanez,0.0,2.0,1.0,1.0,0.0,Williamsbridge-Olinville
2013-14,X104,09X199,X199,P.S. 199X - The Shakespeare School,0.0,0.0,2.0,0.0,0.0,Highbridge
2013-14,X105,11X105,X105,P.S. 105 Sen Abraham Bernstein,0.0,0.0,1.0,0.0,0.0,Pelham Parkway
2013-14,X108,11X108,X108,P.S. 108 Philip J. Abinanti,0.0,0.0,1.0,0.0,0.0,Pelham Parkway
2013-14,X109,09X109,X109,P.S. 109 Sedgwick,0.0,1.0,3.0,1.0,0.0,University Heights-Morris Heights
2013-14,X110,0,0,580 CROTONA PARK SOUTH CONSOLIDATED LOCATION,0.0,0.0,1.0,0.0,0.0,Morrisania-Melrose
2013-14,X111,11X111,X111,P.S. 111 Seton Falls,3.0,1.0,0.0,4.0,0.0,Eastchester-Edenwald-Baychester
2013-14,X112,11X112,X112,P.S. 112 Bronxwood,0.0,0.0,1.0,0.0,0.0,Eastchester-Edenwald-Baychester
2013-14,X113,0,0,3710 BARNES AVENUE CONSOLIDATED LOCATION,3.0,14.0,14.0,2.0,13.0,Williamsbridge-Olinville
2013-14,X114,09X114,X114,P.S. X114 - Luis Llorens Torres Schools,0.0,3.0,1.0,1.0,1.0,West Concourse
2013-14,X115,0,0,120 EAST 184 STREET CONSOLIDATED LOCATION,1.0,3.0,6.0,1.0,1.0,Fordham South
2013-14,X116,0,0,977 FOX STREET CONSOLIDATED LOCATION,2.0,3.0,9.0,2.0,3.0,Hunts Point
2013-14,X117,0,0,1865 MORRIS AVENUE CONSOLIDATED LOCATION,3.0,0.0,1.0,0.0,3.0,Mount Hope
2013-14,X118,10X118,X118,J.H.S. 118 William W. Niles,1.0,3.0,9.0,1.0,2.0,East Tremont
2013-14,X119,08X119,X119,P.S. 119,0.0,2.0,1.0,2.0,0.0,Soundview-Bruckner
2013-14,X120,08X301,X301,M.S. 301 Paul L. Dunbar,2.0,2.0,2.0,1.0,2.0,Morrisania-Melrose
2013-14,X121,11X121,X121,P.S. 121 Throop,1.0,0.0,2.0,1.0,0.0,Allerton-Pelham Gardens
2013-14,X123,0,0,1025 MORRISON AVENUE CONSOLIDATED LOCATION,3.0,5.0,9.0,2.0,6.0,Soundview-Bruckner
2013-14,X125,0,0,1111 PUGSLEY AVENUE CONSOLIDATED LOCATION,0.0,8.0,10.0,0.0,7.0,Soundview-Bruckner
2013-14,X126,09X126,X126,P.S. 126 Dr Marjorie H Dunbar,0.0,0.0,3.0,0.0,0.0,Highbridge
2013-14,X127,0,0,1560 PURDY STREET CONSOLIDATED LOCATION,0.0,3.0,2.0,0.0,1.0,Parkchester
2013-14,X129,0,0,2055 MAPES AVENUE CONSOLIDATED LOCATION,0.0,3.0,1.0,1.0,1.0,East Tremont
2013-14,X131,0,0,885 BOLTON AVENUE CONSOLIDATED LOCATION,1.0,9.0,18.0,2.0,2.0,Soundview-Castle Hill-Clason Point-Harding Park
2013-14,X134,12X134,X134,P.S. 134 George F. Bristow,0.0,1.0,0.0,1.0,0.0,Crotona Park East
2013-14,X135,0,0,2441 WALLACE AVENUE CONSOLIDATED LOCATION,2.0,3.0,7.0,2.0,2.0,Bronxdale
2013-14,X136,75X186,X186,P186X Walter J. Damrosch School,0.0,7.0,3.0,2.0,2.0,Morrisania-Melrose
2013-14,X137,0,0,2225 WEBSTER AVENUE CONSOLIDATED LOCATION,1.0,4.0,8.0,1.0,3.0,Mount Hope
2013-14,X138,08X138,X138,P.S. 138 Samuel Randall,0.0,1.0,2.0,0.0,0.0,Soundview-Castle Hill-Clason Point-Harding Park
2013-14,X139,0,0,345 BROOK AVENUE CONSOLIDATED LOCATION,0.0,1.0,3.0,0.0,1.0,Mott Haven-Port Morris
2013-14,X140,08X140,X140,P.S. X140 The Eagle School,1.0,0.0,0.0,1.0,0.0,Morrisania-Melrose
2013-14,X141,10X141,X141,Riverdale / Kingsbridge Academy (Middle School / H,0.0,2.0,9.0,1.0,1.0,North Riverdale-Fieldston-Riverdale
2013-14,X142,0,0,3750 BAYCHESTER AVENUE CONSOLIDATED LOCATION,1.0,4.0,2.0,0.0,2.0,Eastchester-Edenwald-Baychester
2013-14,X143,0,0,120 WEST 231 STREET CONSOLIDATED LOCATION,1.0,3.0,5.0,2.0,2.0,Van Cortlandt Village
2013-14,X144,0,0,2545 GUNTHER AVENUE CONSOLIDATED LOCATION,2.0,8.0,26.0,3.0,4.0,Allerton-Pelham Gardens
2013-14,X145,0,0,1000 TELLER AVENUE CONSOLIDATED LOCATION,2.0,7.0,20.0,0.0,6.0,East Concourse-Concourse Village
2013-14,X146,0,0,968 CAULDWELL AVENUE CONSOLIDATED LOCATION,0.0,0.0,2.0,0.0,0.0,Morrisania-Melrose
2013-14,X147,0,0,1600 WEBSTER AVENUE CONSOLIDATED LOCATION,0.0,5.0,6.0,1.0,1.0,Claremont-Bathgate
2013-14,X148,0,0,3630 THIRD AVENUE CONSOLIDATED LOCATION,0.0,7.0,11.0,0.0,2.0,Claremont-Bathgate
2013-14,X149,0,0,360 EAST 145 STREET CONSOLIDATED LOCATION,2.0,5.0,3.0,5.0,2.0,Mott Haven-Port Morris
2013-14,X150,12X150,X150,P.S. 150 Charles James Fox,1.0,1.0,0.0,2.0,0.0,Hunts Point
2013-14,X151,0,0,250 EAST 156 STREET CONSOLIDATED LOCATION,0.0,4.0,6.0,1.0,2.0,East Concourse-Concourse Village
2013-14,X152,08X152,X152,P.S. 152 Evergreen,1.0,0.0,1.0,1.0,0.0,Soundview-Bruckner
2013-14,X153,11X153,X153,P.S. 153 Helen Keller,0.0,0.0,1.0,0.0,0.0,Co-op City
2013-14,X154,0,0,333 EAST 135 STREET CONSOLIDATED LOCATION,1.0,2.0,2.0,3.0,0.0,Mott Haven-Port Morris
2013-14,X155,0,0,470 JACKSON AVENUE CONSOLIDATED LOCATION,3.0,14.0,17.0,6.0,10.0,Mott Haven-Port Morris
2013-14,X158,0,0,800 HOME STREET CONSOLIDATED LOCATION,1.0,4.0,5.0,3.0,2.0,Longwood
2013-14,X159,10X159,X159,P.S. 159 Luis Munoz Marin Biling,0.0,0.0,1.0,0.0,0.0,Claremont-Bathgate
2013-14,X160,0,0,4140 HUTCHINSON RIVER PKWAY EA CONSOLIDATED LOCATION,1.0,1.0,2.0,2.0,0.0,Co-op City
2013-14,X162,0,0,600 SAINT ANN'S AVENUE CONSOLIDATED LOCATION,0.0,6.0,6.0,3.0,2.0,Melrose South-Mott Haven North
2013-14,X163,09X163,X163,P.S. 163 Arthur A. Schomburg,0.0,1.0,0.0,1.0,0.0,Mount Hope
2013-14,X166,0,0,250 EAST 164 STREET CONSOLIDATED LOCATION,1.0,3.0,9.0,1.0,2.0,East Concourse-Concourse Village
2013-14,X167,0,0,1970 WEST FARMS ROAD CONSOLIDATED LOCATION,1.0,5.0,3.0,2.0,3.0,Crotona Park East
2013-14,X173,09X236,X236,P.S. 236 Langston Hughes,0.0,0.0,1.0,0.0,0.0,Mount Hope
2013-14,X174,0,0,456 WHITE PLAINS ROAD CONSOLIDATED LOCATION,1.0,9.0,14.0,2.0,4.0,Soundview-Castle Hill-Clason Point-Harding Park
2013-14,X175,11X175,X175,P.S. 175 City Island,0.0,0.0,2.0,0.0,0.0,Pelham Bay-Country Club-City Island
2013-14,X178,0,0,850 BAYCHESTER AVENUE CONSOLIDATED LOCATION,1.0,1.0,0.0,2.0,0.0,Co-op City
2013-14,X181,11X181,X181,I.S. 181 Pablo Casals,2.0,3.0,1.0,4.0,1.0,Co-op City
2013-14,X183,0,0,339 MORRIS AVENUE CONSOLIDATED LOCATION,0.0,5.0,14.0,3.0,0.0,Mott Haven-Port Morris
2013-14,X184,0,0,778 FOREST AVENUE CONSOLIDATED LOCATION,2.0,3.0,9.0,3.0,2.0,Melrose South-Mott Haven North
2013-14,X189,0,0,3441 STEENWICK AVENUE CONSOLIDATED LOCATION,0.0,2.0,2.0,2.0,0.0,Co-op City
2013-14,X192,0,0,650 HOLLYWOOD AVENUE CONSOLIDATED LOCATION,0.0,7.0,8.0,2.0,2.0,Schuylerville-Throgs Neck-Edgewater Park
2013-14,X193,0,0,1919 PROSPECT AVENUE CONSOLIDATED LOCATION,1.0,5.0,3.0,4.0,0.0,East Tremont
2013-14,X194,11X194,X194,PS/MS 194,0.0,1.0,0.0,1.0,0.0,Westchester-Unionport
2013-14,X198,0,0,1180 TINTON AVENUE CONSOLIDATED LOCATION,0.0,4.0,4.0,2.0,0.0,Morrisania-Melrose
2013-14,X205,10X205,X205,P.S. 205 Fiorello Laguardia,0.0,1.0,0.0,0.0,1.0,Belmont
2013-14,X206,10X206,X206,I.S. 206 Ann Mersereau,0.0,2.0,3.0,0.0,2.0,Kingsbridge Heights
2013-14,X209,10X209,X209,P.S. 209,0.0,0.0,1.0,0.0,0.0,Fordham South
2013-14,X211,10X319,X319,Providing Urban Learners Success In Education High,1.0,0.0,0.0,1.0,0.0,East Tremont
2013-14,X229,0,0,275 HARLEM RIVER PARK BRIDGE CONSOLIDATED LOCATION,0.0,5.0,3.0,3.0,2.0,University Heights-Morris Heights
2013-14,X234,12X300,X300,The School of Science and Applied Learning,0.0,1.0,1.0,0.0,1.0,East Tremont
2013-14,X254,10X254,X254,I.S. 254,0.0,5.0,2.0,2.0,2.0,Belmont
2013-14,X279,10X279,X279,"P.S. 279 Captain Manuel Rivera, Jr.",0.0,0.0,1.0,0.0,0.0,Mount Hope
2013-14,X285,09X361,X361,The Highbridge Green School,1.0,0.0,0.0,1.0,0.0,Highbridge
2013-14,X306,0,0,40 WEST TREMONT AVENUE CONSOLIDATED LOCATION,1.0,3.0,2.0,3.0,1.0,University Heights-Morris Heights
2013-14,X338,09X204,X204,P.S. 204 Morris Heights,0.0,0.0,1.0,0.0,0.0,
2013-14,X360,10X360,X360,P.S. 360,0.0,1.0,0.0,1.0,0.0,Van Cortlandt Village
2013-14,X362,0,0,921 EAST 228TH STREET CONSOLIDATED LOCATION,3.0,18.0,18.0,6.0,4.0,Williamsbridge-Olinville
2013-14,X368,10X368,X368,In-Tech Academy (M.S. / High School 368),1.0,1.0,1.0,1.0,1.0,Spuyten Duyvil-Kingsbridge
2013-14,X392,08X269,X269,Bronx Studio School for Writers and Artists,0.0,2.0,1.0,0.0,2.0,Hunts Point
2013-14,X400,0,0,1110 BOSTON ROAD CONSOLIDATED LOCATION,0.0,9.0,15.0,3.0,5.0,Morrisania-Melrose
2013-14,X401,0,0,1010 REV. J. A. POLITE AVENUE CONSOLIDATED LOCATION,0.0,8.0,12.0,3.0,2.0,Longwood
2013-14,X405,0,0,3000 EAST TREMONT AVENUE CONSOLIDATED LOCATION,3.0,16.0,34.0,9.0,10.0,Schuylerville-Throgs Neck-Edgewater Park
2013-14,X410,0,0,240 EAST 172 STREET CONSOLIDATED LOCATION,3.0,10.0,17.0,5.0,6.0,East Concourse-Concourse Village
2013-14,X415,0,0,925 ASTOR AVENUE CONSOLIDATED LOCATION,1.0,6.0,23.0,3.0,3.0,Bronxdale
2013-14,X420,0,0,1300 BOYNTON AVENUE CONSOLIDATED LOCATION,4.0,11.0,6.0,4.0,8.0,West Farms-Bronx River
2013-14,X423,0,0,1551 EAST 172ND STREET CONSOLIDATED LOCATION,1.0,5.0,6.0,5.0,1.0,West Farms-Bronx River
2013-14,X425,0,0,800 EAST GUN HILL ROAD CONSOLIDATED LOCATION,3.0,12.0,43.0,5.0,5.0,Williamsbridge-Olinville
2013-14,X430,0,0,2780 RESERVOIR AVENUE CONSOLIDATED LOCATION,1.0,12.0,36.0,1.0,9.0,Van Cortlandt Village
2013-14,X435,0,0,500 EAST FORDHAM ROAD CONSOLIDATED LOCATION,1.0,7.0,22.0,3.0,1.0,Belmont
2013-14,X440,0,0,100 WEST MOSHOLU PARKWAY SOUTH CONSOLIDATED LOCATION,8.0,24.0,70.0,7.0,17.0,Van Cortlandt Village
2013-14,X445,10X445,X445,Bronx High School of Science,0.0,2.0,5.0,1.0,0.0,Van Cortlandt Village
2013-14,X450,0,0,1980 LAFAYETTE AVENUE CONSOLIDATED LOCATION,1.0,23.0,47.0,7.0,6.0,Soundview-Castle Hill-Clason Point-Harding Park
2013-14,X455,0,0,750 BAYCHESTER AVENUE CONSOLIDATED LOCATION,3.0,12.0,14.0,4.0,9.0,Co-op City
2013-14,X460,09X505,X505,"Bronx School for Law, Government and Justice",2.0,4.0,1.0,2.0,2.0,East Concourse-Concourse Village
2013-14,X465,09X231,X231,Eagle Academy for Young Men,0.0,2.0,3.0,1.0,0.0,Claremont-Bathgate
2013-14,X470,0,0,701 ST. ANNS AVENUE CONSOLIDATED LOCATION,0.0,3.0,7.0,1.0,1.0,Melrose South-Mott Haven North
2013-14,X475,0,0,99 TERRACE VIEW AVENUE CONSOLIDATED LOCATION,15.0,17.0,56.0,22.0,7.0,Marble Hill-Inwood
2013-14,X498,0,0,1640 BRONXDALE AVE CONSOLIDATED LOCATION,0.0,0.0,1.0,0.0,0.0,Van Nest-Morris Park-Westchester Square
2013-14,X600,0,0,333 EAST 151 STREET CONSOLIDATED LOCATION,2.0,4.0,14.0,1.0,3.0,Melrose South-Mott Haven North
2013-14,X650,0,0,900 TINTON AVENUE CONSOLIDATED LOCATION,1.0,3.0,8.0,3.0,0.0,Morrisania-Melrose
2013-14,X655,0,0,455 SOUTHERN BLVD CONSOLIDATED LOCATION,1.0,3.0,3.0,1.0,2.0,Mott Haven-Port Morris
2013-14,X660,0,0,2474 CROTONA AVENUE CONSOLIDATED LOCATION,0.0,3.0,3.0,0.0,2.0,Belmont
2013-14,X701,75X723,X723,P.S. 723,0.0,2.0,1.0,1.0,1.0,Co-op City
2013-14,X722,75X721,X721,P.S. X721 - Stephen McSweeney School,0.0,0.0,1.0,0.0,0.0,Van Nest-Morris Park-Westchester Square
2013-14,X790,0,0,730 CONCOURSE VILLAGE WEST CONSOLIDATED LOCATION,1.0,11.0,22.0,6.0,5.0,East Concourse-Concourse Village
2013-14,X819,10X207,X207,P.S. 207,0.0,1.0,1.0,0.0,0.0,Spuyten Duyvil-Kingsbridge
2013-14,X839,11X418,X418,Bronx High School for the Visual Arts,0.0,7.0,5.0,2.0,4.0,Pelham Parkway
2013-14,X843,10X246,X246,P.S. 246 Poe Center,0.0,1.0,0.0,0.0,0.0,Bedford Park-Fordham North
2013-14,X876,09X525,X525,Bronx Leadership Academy High School,1.0,10.0,6.0,2.0,6.0,Claremont-Bathgate
2013-14,X878,12X682,X682,Fannie Lou Hamer Freedom High School,0.0,1.0,3.0,1.0,0.0,Crotona Park East
2013-14,X879,12X684,X684,Wings Academy,4.0,10.0,16.0,3.0,5.0,East Tremont
2013-14,X884,0,0,350 GERARD AVENUE CONSOLIDATED LOCATION,2.0,7.0,40.0,4.0,5.0,West Concourse
2013-14,X970,0,0,1595 BATHGATE AVENUE CONSOLIDATED LOCATION,0.0,10.0,13.0,3.0,4.0,Claremont-Bathgate
2013-14,X972,0,0,1440 STORY AVENUE CONSOLIDATED LOCATION,1.0,5.0,5.0,1.0,2.0,Soundview-Castle Hill-Clason Point-Harding Park
2013-14,X973,12X271,X271,East Bronx Academy for the Future,0.0,7.0,7.0,1.0,5.0,Crotona Park East
